"species_lump","present_below_south","present_within_buffer","present_above_north","present_observations_site","total_observations","sites_in_buffer","sites_present","total_sites","total_counts","percent_years_present","range_edge_category","range_lat","id"
"Ligia spp",TRUE,FALSE,TRUE,0,313,2,0,108,32,0,"Avoidant","37.14-37.89",9
"Limacia cockerelli",TRUE,FALSE,FALSE,0,313,2,0,108,2,0,"Southern Only Presence","37.14-37.89",9
"Linckia columbiae",FALSE,FALSE,FALSE,0,391,2,0,108,0,0,"Absent","37.14-37.89",9
"Lirabuccinum dirum",TRUE,TRUE,TRUE,2,313,2,1,108,133,8.33333333333333,"Continuous Presence","37.14-37.89",9
"Lirularia/Margarites spp",TRUE,TRUE,TRUE,4,313,2,1,108,396,16.6666666666667,"Continuous Presence","37.14-37.89",9
"Lithophyllum/Lithothamnion spp",TRUE,FALSE,TRUE,0,242,2,0,103,159,0,"Avoidant","37.14-37.89",9
"Lithothrix aspergillum",TRUE,TRUE,FALSE,1,242,2,1,103,1542,4.54545454545455,"Northern Range Edge","37.14-37.89",9
"Littorina spp.",TRUE,TRUE,TRUE,9,313,2,2,108,737668,25,"Continuous Presence","37.14-37.89",9
"Lomentaria hakodatensis",TRUE,FALSE,FALSE,0,242,2,0,103,250,0,"Southern Only Presence","37.14-37.89",9
"Lottia asmi",TRUE,TRUE,TRUE,1,313,2,1,108,357,4.16666666666667,"Continuous Presence","37.14-37.89",9
"Lottia austrodigitalis/digitalis",TRUE,TRUE,TRUE,9,313,2,2,108,70520,25,"Continuous Presence","37.14-37.89",9
"Lottia fenestrata",TRUE,FALSE,TRUE,0,313,2,0,108,1030,0,"Avoidant","37.14-37.89",9
"Lottia instabilis",TRUE,TRUE,TRUE,3,313,2,2,108,229,12.5,"Continuous Presence","37.14-37.89",9
"Lottia limatula",TRUE,TRUE,TRUE,9,313,2,2,108,3715,25,"Continuous Presence","37.14-37.89",9
"Lottia paradigitalis/strigatella",TRUE,TRUE,TRUE,9,313,2,2,108,87755,25,"Continuous Presence","37.14-37.89",9
"Lottia pelta",TRUE,TRUE,TRUE,8,313,2,2,108,14378,25,"Continuous Presence","37.14-37.89",9
"Lottia persona",TRUE,FALSE,TRUE,0,313,2,0,108,82,0,"Avoidant","37.14-37.89",9
"Lottia polyfacies",TRUE,FALSE,FALSE,0,313,2,0,108,37,0,"Southern Only Presence","37.14-37.89",9
"Lottia scabra/conus",TRUE,TRUE,TRUE,9,313,2,2,108,120485,25,"Continuous Presence","37.14-37.89",9
"Lottia scutum",TRUE,TRUE,TRUE,9,313,2,2,108,2814,25,"Continuous Presence","37.14-37.89",9
"Macrocystis pyrifera",TRUE,FALSE,FALSE,0,242,2,0,103,74,0,"Southern Only Presence","37.14-37.89",9
"Macron lividus",TRUE,FALSE,FALSE,0,313,2,0,108,145,0,"Southern Only Presence","37.14-37.89",9
"Mastocarpus spp",TRUE,TRUE,TRUE,6,242,2,2,103,12690,18.1818181818182,"Continuous Presence","37.14-37.89",9
"Maxwellia gemma",TRUE,FALSE,FALSE,0,313,2,0,108,5,0,"Southern Only Presence","37.14-37.89",9
"Mazzaella affinis",TRUE,FALSE,TRUE,0,242,2,0,103,821,0,"Avoidant","37.14-37.89",9
"Mazzaella flaccida/oregona/splendens",TRUE,TRUE,TRUE,6,242,2,2,103,11621,18.1818181818182,"Continuous Presence","37.14-37.89",9
"Mazzaella leptorhynchos",TRUE,FALSE,FALSE,0,242,2,0,103,455,0,"Southern Only Presence","37.14-37.89",9
"Mazzaella linearis",TRUE,FALSE,TRUE,0,242,2,0,103,87,0,"Avoidant","37.14-37.89",9
"Mazzaella parksii",FALSE,FALSE,TRUE,0,242,2,0,103,115,0,"Northern Only Presence","37.14-37.89",9
"Mazzaella phyllocarpa",FALSE,FALSE,FALSE,0,242,2,0,103,0,0,"Absent","37.14-37.89",9
"Mazzaella volans",TRUE,FALSE,FALSE,0,242,2,0,103,23,0,"Southern Only Presence","37.14-37.89",9
"Megabalanus californicus",TRUE,FALSE,TRUE,0,242,2,0,103,3,0,"Avoidant","37.14-37.89",9
"Megastraea undosa",TRUE,FALSE,FALSE,0,313,2,0,108,10,0,"Southern Only Presence","37.14-37.89",9
"Melanosiphon/Scytosiphon spp",TRUE,FALSE,TRUE,0,242,2,0,103,208,0,"Avoidant","37.14-37.89",9
"Membranipora spp",TRUE,TRUE,FALSE,1,242,2,1,103,5,4.54545454545455,"Northern Range Edge","37.14-37.89",9
"Metridium senile",FALSE,FALSE,FALSE,0,242,2,0,103,0,0,"Absent","37.14-37.89",9
"Mexacanthina lugubris",TRUE,FALSE,FALSE,0,313,2,0,108,253,0,"Southern Only Presence","37.14-37.89",9
"Microcladia borealis",TRUE,TRUE,TRUE,3,242,2,2,103,835,9.09090909090909,"Continuous Presence","37.14-37.89",9
"Microcladia coulteri",TRUE,FALSE,TRUE,0,242,2,0,103,18,0,"Avoidant","37.14-37.89",9
"Mopalia spp",TRUE,TRUE,TRUE,9,313,2,2,108,1201,25,"Continuous Presence","37.14-37.89",9
"Mytilisepta/Brachidontes spp",TRUE,FALSE,FALSE,0,242,2,0,103,243,0,"Southern Only Presence","37.14-37.89",9
"Mytilus californianus",TRUE,TRUE,TRUE,6,242,2,2,103,25035,18.1818181818182,"Continuous Presence","37.14-37.89",9
"Mytilus trossulus/galloprovincialis/edulis",TRUE,TRUE,TRUE,2,242,2,1,103,126,9.09090909090909,"Continuous Presence","37.14-37.89",9
"Navanax inermis",TRUE,FALSE,FALSE,0,313,2,0,108,4,0,"Southern Only Presence","37.14-37.89",9
"Nemalion elminthoides",TRUE,FALSE,FALSE,0,242,2,0,103,5,0,"Southern Only Presence","37.14-37.89",9
"Neogastroclonium subarticulatum",TRUE,TRUE,TRUE,6,242,2,2,103,1776,18.1818181818182,"Continuous Presence","37.14-37.89",9
"Neoptilota/Ptilota spp",TRUE,FALSE,TRUE,0,242,2,0,103,293,0,"Avoidant","37.14-37.89",9
"Neorhodomela larix",TRUE,TRUE,TRUE,6,242,2,2,103,2604,18.1818181818182,"Continuous Presence","37.14-37.89",9
"Neorhodomela oregona",TRUE,TRUE,TRUE,2,242,2,1,103,392,9.09090909090909,"Continuous Presence","37.14-37.89",9
"Nereocystis luetkeana",TRUE,FALSE,TRUE,0,242,2,0,103,40,0,"Avoidant","37.14-37.89",9
"Nienburgia andersoniana",TRUE,FALSE,FALSE,0,242,2,0,103,135,0,"Southern Only Presence","37.14-37.89",9
"Non Coralline crust",TRUE,TRUE,TRUE,6,242,2,2,103,15090,18.1818181818182,"Continuous Presence","37.14-37.89",9
"Norrisia norrisii",TRUE,FALSE,FALSE,0,313,2,0,108,12,0,"Southern Only Presence","37.14-37.89",9
"Nucella canaliculata",TRUE,TRUE,TRUE,1,313,2,1,108,703,4.16666666666667,"Continuous Presence","37.14-37.89",9
"Nucella emarginata/ostrina",TRUE,TRUE,TRUE,8,313,2,2,108,10126,20.8333333333333,"Continuous Presence","37.14-37.89",9
"Nucella lamellosa",FALSE,FALSE,TRUE,0,313,2,0,108,2,0,"Northern Only Presence","37.14-37.89",9
"Nuttallina spp",TRUE,TRUE,TRUE,2,313,2,2,108,15520,8.33333333333333,"Continuous Presence","37.14-37.89",9
"Obelia spp",TRUE,FALSE,FALSE,0,242,2,0,103,2,0,"Southern Only Presence","37.14-37.89",9
"Odonthalia floccosa",TRUE,TRUE,TRUE,5,242,2,2,103,4729,13.6363636363636,"Continuous Presence","37.14-37.89",9
"Odonthalia washingtoniensis",FALSE,FALSE,TRUE,0,242,2,0,103,9,0,"Northern Only Presence","37.14-37.89",9
"Oedignathus inermis",FALSE,FALSE,TRUE,0,313,2,0,108,38,0,"Northern Only Presence","37.14-37.89",9
"Olivella biplicata",TRUE,FALSE,FALSE,0,313,2,0,108,5,0,"Southern Only Presence","37.14-37.89",9
"Onchidella borealis",TRUE,FALSE,TRUE,0,313,2,0,108,1477,0,"Avoidant","37.14-37.89",9
"Onchidoris bilamellata",FALSE,FALSE,FALSE,0,313,2,0,108,0,0,"Absent","37.14-37.89",9
"Opalia borealis",TRUE,FALSE,FALSE,0,313,2,0,108,3,0,"Southern Only Presence","37.14-37.89",9
"Opalia funiculata",TRUE,TRUE,FALSE,2,313,2,1,108,105,8.33333333333333,"Northern Range Edge","37.14-37.89",9
"Ophiuroid",TRUE,TRUE,TRUE,1,313,2,1,108,27,4.16666666666667,"Continuous Presence","37.14-37.89",9
"Ophlitaspongia pennata",TRUE,TRUE,TRUE,1,242,2,1,103,65,4.54545454545455,"Continuous Presence","37.14-37.89",9
"Opuntiella californica",FALSE,FALSE,FALSE,0,242,2,0,103,0,0,"Absent","37.14-37.89",9
"Oregonia gracilis",FALSE,FALSE,FALSE,0,313,2,0,108,0,0,"Absent","37.14-37.89",9
"Orienthella trilineata",TRUE,FALSE,TRUE,0,313,2,0,108,4,0,"Avoidant","37.14-37.89",9
"Osmundea sinicola",TRUE,FALSE,TRUE,0,242,2,0,103,244,0,"Avoidant","37.14-37.89",9
"Osmundea spectabilis",TRUE,TRUE,TRUE,5,242,2,2,103,465,13.6363636363636,"Continuous Presence","37.14-37.89",9
"Osmundea splendens",TRUE,FALSE,FALSE,0,242,2,0,103,7,0,"Southern Only Presence","37.14-37.89",9
"Pachycheles spp",TRUE,FALSE,TRUE,0,313,2,0,108,116,0,"Avoidant","37.14-37.89",9
"Pachygrapsus crassipes",TRUE,TRUE,TRUE,8,313,2,2,108,4995,25,"Continuous Presence","37.14-37.89",9
"Paciocinebrina circumtexta",TRUE,TRUE,TRUE,5,313,2,1,108,445,20.8333333333333,"Continuous Presence","37.14-37.89",9
"Paciocinebrina interfossa",TRUE,TRUE,TRUE,3,313,2,1,108,74,12.5,"Continuous Presence","37.14-37.89",9
"Paciocinebrina lurida",TRUE,TRUE,TRUE,1,313,2,1,108,12,4.16666666666667,"Continuous Presence","37.14-37.89",9
"Padina spp",FALSE,FALSE,FALSE,0,242,2,0,103,0,0,"Absent","37.14-37.89",9
"Pagurus beringanus",FALSE,TRUE,TRUE,1,313,2,1,108,13,4.16666666666667,"Southern Range Edge","37.14-37.89",9
"Pagurus caurinus",FALSE,FALSE,TRUE,0,313,2,0,108,2,0,"Northern Only Presence","37.14-37.89",9
"Pagurus granosimanus",TRUE,TRUE,TRUE,8,313,2,2,108,620,25,"Continuous Presence","37.14-37.89",9
"Pagurus hemphilli",TRUE,FALSE,TRUE,0,313,2,0,108,7,0,"Avoidant","37.14-37.89",9
"Pagurus hirsutiusculus",TRUE,TRUE,TRUE,9,313,2,2,108,5489,25,"Continuous Presence","37.14-37.89",9
"Pagurus samuelis",TRUE,TRUE,TRUE,9,313,2,2,108,4232,25,"Continuous Presence","37.14-37.89",9
"Palmaria callophylloides",FALSE,FALSE,FALSE,0,242,2,0,103,0,0,"Absent","37.14-37.89",9
"Palmaria hecatensis",FALSE,FALSE,FALSE,0,242,2,0,103,0,0,"Absent","37.14-37.89",9
"Palmaria mollis",TRUE,FALSE,FALSE,0,242,2,0,103,53,0,"Southern Only Presence","37.14-37.89",9
"Palmaria palmata",FALSE,FALSE,FALSE,0,242,2,0,103,0,0,"Absent","37.14-37.89",9
"Panulirus interruptus",FALSE,FALSE,FALSE,0,391,2,0,108,0,0,"Absent","37.14-37.89",9
"Paraxanthias taylori",TRUE,FALSE,FALSE,0,313,2,0,108,4,0,"Southern Only Presence","37.14-37.89",9
"Patiria miniata",TRUE,TRUE,TRUE,10,391,2,2,108,882,34.7826086956522,"Continuous Presence","37.14-37.89",9
"Peltodoris nobilis",TRUE,FALSE,TRUE,0,313,2,0,108,17,0,"Avoidant","37.14-37.89",9
"Pelvetiopsis arborescens/hybrida/limitata",TRUE,TRUE,TRUE,6,242,2,2,103,3166,18.1818181818182,"Continuous Presence","37.14-37.89",9
"Pelvetiopsis californica",TRUE,FALSE,FALSE,0,242,2,0,103,351,0,"Southern Only Presence","37.14-37.89",9
"Petaloconchus montereyensis",FALSE,FALSE,TRUE,0,242,2,0,103,1,0,"Northern Only Presence","37.14-37.89",9
"Petrolisthes spp",TRUE,FALSE,TRUE,0,313,2,0,108,229,0,"Avoidant","37.14-37.89",9
"Petrospongium rugosum",TRUE,TRUE,TRUE,1,242,2,1,103,420,4.54545454545455,"Continuous Presence","37.14-37.89",9
"Phragmatopoma/Sabellaria spp",TRUE,TRUE,TRUE,4,242,2,2,103,3827,18.1818181818182,"Continuous Presence","37.14-37.89",9
"Phyllospadix scouleri/serrulatus",TRUE,TRUE,TRUE,6,242,2,2,103,5564,18.1818181818182,"Continuous Presence","37.14-37.89",9
"Phyllospadix torreyi",TRUE,TRUE,TRUE,4,242,2,2,103,9543,9.09090909090909,"Continuous Presence","37.14-37.89",9
"Pilayella littoralis",FALSE,FALSE,FALSE,0,242,2,0,103,0,0,"Absent","37.14-37.89",9
"Pisaster giganteus",TRUE,TRUE,TRUE,2,391,2,2,108,46,8.69565217391304,"Continuous Presence","37.14-37.89",9
"Pisaster ochraceus",TRUE,TRUE,TRUE,11,391,2,2,108,39106,34.7826086956522,"Continuous Presence","37.14-37.89",9
"Pista spp",TRUE,FALSE,TRUE,0,242,2,0,103,109,0,"Avoidant","37.14-37.89",9
"Placiphorella velata",TRUE,FALSE,TRUE,0,313,2,0,108,6,0,"Avoidant","37.14-37.89",9
"Pleonosporium spp",FALSE,FALSE,FALSE,0,242,2,0,103,0,0,"Absent","37.14-37.89",9
"Plocamium oregonum",FALSE,FALSE,TRUE,0,242,2,0,103,2,0,"Northern Only Presence","37.14-37.89",9
"Plocamium pacificum",TRUE,TRUE,TRUE,2,242,2,2,103,828,9.09090909090909,"Continuous Presence","37.14-37.89",9
"Plocamium violaceum",TRUE,TRUE,TRUE,2,242,2,2,103,165,9.09090909090909,"Continuous Presence","37.14-37.89",9
"Pododesmus macrochisma",FALSE,FALSE,FALSE,0,242,2,0,103,0,0,"Absent","37.14-37.89",9
"Pollicipes polymerus",TRUE,TRUE,TRUE,5,242,2,2,103,1847,13.6363636363636,"Continuous Presence","37.14-37.89",9
"Polyneura latissima",TRUE,FALSE,TRUE,0,242,2,0,103,26,0,"Avoidant","37.14-37.89",9
"Polysiphonia spp",TRUE,TRUE,TRUE,1,242,2,1,103,942,4.54545454545455,"Continuous Presence","37.14-37.89",9
"Potamilla occelata",TRUE,FALSE,FALSE,0,242,2,0,103,1,0,"Southern Only Presence","37.14-37.89",9
"Primavelans insculpta",FALSE,FALSE,FALSE,0,242,2,0,103,0,0,"Absent","37.14-37.89",9
"Prionitis filiformis",FALSE,FALSE,TRUE,0,242,2,0,103,2,0,"Northern Only Presence","37.14-37.89",9
"Prionitis lanceolata",TRUE,TRUE,TRUE,6,242,2,2,103,2212,18.1818181818182,"Continuous Presence","37.14-37.89",9
"Prionitis linearis",TRUE,FALSE,TRUE,0,242,2,0,103,8,0,"Avoidant","37.14-37.89",9
"Prionitis sternbergii",TRUE,TRUE,TRUE,3,242,2,1,103,237,13.6363636363636,"Continuous Presence","37.14-37.89",9
"Pseudochama exogyra",TRUE,FALSE,FALSE,0,242,2,0,103,278,0,"Southern Only Presence","37.14-37.89",9
"Pseudolithoderma nigrum",TRUE,FALSE,TRUE,0,242,2,0,103,607,0,"Avoidant","37.14-37.89",9
"Pseudomelatoma penicillata",TRUE,FALSE,FALSE,0,313,2,0,108,4,0,"Southern Only Presence","37.14-37.89",9
"Pseudomelatoma torosa",TRUE,FALSE,TRUE,0,313,2,0,108,16,0,"Avoidant","37.14-37.89",9
"Pseudopusula californiana",TRUE,FALSE,FALSE,0,313,2,0,108,1,0,"Southern Only Presence","37.14-37.89",9
"Pterocladiella capillacea",TRUE,TRUE,FALSE,2,242,2,1,103,1208,9.09090909090909,"Northern Range Edge","37.14-37.89",9
"Pterocladiella media",TRUE,TRUE,FALSE,1,242,2,1,103,21,4.54545454545455,"Northern Range Edge","37.14-37.89",9
"Pteropurpura trialata",TRUE,FALSE,FALSE,0,313,2,0,108,2,0,"Southern Only Presence","37.14-37.89",9
"Pterygophora californica",TRUE,FALSE,TRUE,0,242,2,0,103,26,0,"Avoidant","37.14-37.89",9
"Pugettia foliata",FALSE,FALSE,FALSE,0,313,2,0,108,0,0,"Absent","37.14-37.89",9
"Pugettia gracilis/richii",TRUE,TRUE,TRUE,2,313,2,2,108,97,8.33333333333333,"Continuous Presence","37.14-37.89",9
"Pugettia producta",TRUE,TRUE,TRUE,9,313,2,2,108,541,25,"Continuous Presence","37.14-37.89",9
"Pycnogonida",TRUE,FALSE,TRUE,0,313,2,0,108,22,0,"Avoidant","37.14-37.89",9
"Pycnopodia helianthoides",TRUE,TRUE,TRUE,2,391,2,1,108,81,8.69565217391304,"Continuous Presence","37.14-37.89",9
"Pyropia spp",TRUE,TRUE,TRUE,5,242,2,2,103,1718,13.6363636363636,"Continuous Presence","37.14-37.89",9
"Rhodymenia californica",TRUE,FALSE,TRUE,0,242,2,0,103,50,0,"Avoidant","37.14-37.89",9
"Rhodymenia pacifica",TRUE,FALSE,TRUE,0,242,2,0,103,44,0,"Avoidant","37.14-37.89",9
"Roperia poulsoni",TRUE,FALSE,FALSE,0,313,2,0,108,106,0,"Southern Only Presence","37.14-37.89",9
"Saccharina latissima",FALSE,FALSE,FALSE,0,242,2,0,103,0,0,"Absent","37.14-37.89",9
"Sarcodiotheca gaudichaudii",TRUE,TRUE,TRUE,2,242,2,1,103,94,9.09090909090909,"Continuous Presence","37.14-37.89",9
"Sargassum agardhianum",TRUE,FALSE,FALSE,0,242,2,0,103,12,0,"Southern Only Presence","37.14-37.89",9
"Sargassum horneri",TRUE,FALSE,FALSE,0,242,2,0,103,6,0,"Southern Only Presence","37.14-37.89",9
"Sargassum muticum",TRUE,FALSE,FALSE,0,242,2,0,103,1200,0,"Southern Only Presence","37.14-37.89",9
"Sargassum palmeri",FALSE,FALSE,FALSE,0,242,2,0,103,0,0,"Absent","37.14-37.89",9
"Savoiea bipinnata",TRUE,TRUE,TRUE,3,242,2,2,103,358,9.09090909090909,"Continuous Presence","37.14-37.89",9
"Schizoporella unicornis",FALSE,FALSE,FALSE,0,242,2,0,103,0,0,"Absent","37.14-37.89",9
"Semibalanus cariosus",TRUE,FALSE,TRUE,0,242,2,0,103,508,0,"Avoidant","37.14-37.89",9
"Serpula vermicularis",TRUE,FALSE,TRUE,0,242,2,0,103,15,0,"Avoidant","37.14-37.89",9
"Sertularella/Sertularia spp",TRUE,FALSE,TRUE,0,242,2,0,103,4,0,"Avoidant","37.14-37.89",9
"Silvetia compressa",TRUE,TRUE,TRUE,2,242,2,1,103,6522,9.09090909090909,"Continuous Presence","37.14-37.89",9
"Siphonaria brannani",FALSE,FALSE,FALSE,0,313,2,0,108,0,0,"Absent","37.14-37.89",9
"Siphonaria thersites",FALSE,FALSE,FALSE,0,313,2,0,108,0,0,"Absent","37.14-37.89",9
"Sorella delicatula",FALSE,FALSE,FALSE,0,242,2,0,103,0,0,"Absent","37.14-37.89",9
"Sphacelaria californica",TRUE,FALSE,FALSE,0,242,2,0,103,12,0,"Southern Only Presence","37.14-37.89",9
"Spirobranchus spinosus",TRUE,FALSE,FALSE,0,242,2,0,103,2,0,"Southern Only Presence","37.14-37.89",9
"Spirorbis spp",TRUE,TRUE,TRUE,3,242,2,2,103,124,9.09090909090909,"Continuous Presence","37.14-37.89",9
"Spyridia filamentosa",TRUE,FALSE,FALSE,0,242,2,0,103,72,0,"Southern Only Presence","37.14-37.89",9
"Stenoplax conspicua",TRUE,FALSE,FALSE,0,313,2,0,108,34,0,"Southern Only Presence","37.14-37.89",9
"Stephanocystis dioica",TRUE,FALSE,TRUE,0,242,2,0,103,422,0,"Avoidant","37.14-37.89",9
"Stephanocystis osmundacea",TRUE,FALSE,TRUE,0,242,2,0,103,428,0,"Avoidant","37.14-37.89",9
"Strongylocentrotus droebachiensis",FALSE,FALSE,FALSE,0,313,2,0,108,0,0,"Absent","37.14-37.89",9
"Strongylocentrotus franciscanus",TRUE,FALSE,TRUE,0,313,2,0,108,25,0,"Avoidant","37.14-37.89",9
"Strongylocentrotus purpuratus",TRUE,TRUE,TRUE,7,313,2,2,108,11680,20.8333333333333,"Continuous Presence","37.14-37.89",9
"Styela montereyensis",TRUE,FALSE,TRUE,0,242,2,0,103,6,0,"Avoidant","37.14-37.89",9
"Symphyocladia dendroidea/Xiphosiphonia pennata",TRUE,TRUE,TRUE,3,242,2,2,103,343,9.09090909090909,"Continuous Presence","37.14-37.89",9
"Symphyocladiella baileyi",TRUE,FALSE,FALSE,0,242,2,0,103,48,0,"Southern Only Presence","37.14-37.89",9
"Taonia lennebackerae",TRUE,FALSE,FALSE,0,242,2,0,103,20,0,"Southern Only Presence","37.14-37.89",9
"Tectura paleacea",TRUE,FALSE,TRUE,0,313,2,0,108,202,0,"Avoidant","37.14-37.89",9
"Tegula aureotincta",TRUE,FALSE,FALSE,0,313,2,0,108,178,0,"Southern Only Presence","37.14-37.89",9
"Tegula brunnea",TRUE,TRUE,TRUE,8,313,2,2,108,1356,20.8333333333333,"Continuous Presence","37.14-37.89",9
"Tegula eiseni",TRUE,FALSE,FALSE,0,313,2,0,108,1955,0,"Southern Only Presence","37.14-37.89",9
"Tegula funebralis/gallina",TRUE,TRUE,TRUE,9,313,2,2,108,83091,25,"Continuous Presence","37.14-37.89",9
"Tegula pulligo",FALSE,FALSE,FALSE,0,313,2,0,108,0,0,"Absent","37.14-37.89",9
"Tetraclita squamosa",TRUE,TRUE,TRUE,1,242,2,1,103,1055,4.54545454545455,"Continuous Presence","37.14-37.89",9
"Thylacodes squamigerus",TRUE,TRUE,FALSE,1,242,2,1,103,152,4.54545454545455,"Northern Range Edge","37.14-37.89",9
"Tiffaniella snyderae",TRUE,FALSE,TRUE,0,242,2,0,103,206,0,"Avoidant","37.14-37.89",9
"Tonicella spp",TRUE,TRUE,TRUE,4,313,2,2,108,905,12.5,"Continuous Presence","37.14-37.89",9
"Trichotropis cancellata",FALSE,FALSE,FALSE,0,313,2,0,108,0,0,"Absent","37.14-37.89",9
"Ulothrix spp",TRUE,FALSE,TRUE,0,242,2,0,103,15,0,"Avoidant","37.14-37.89",9
"Ulvophyceae",TRUE,FALSE,TRUE,0,242,2,0,103,5252,0,"Avoidant","37.14-37.89",9
"Urosalpinx subangulata",TRUE,TRUE,FALSE,1,313,2,1,108,15,4.16666666666667,"Northern Range Edge","37.14-37.89",9
"Urospora spp",TRUE,FALSE,FALSE,0,242,2,0,103,1,0,"Southern Only Presence","37.14-37.89",9
"Urticina coriacea",FALSE,FALSE,TRUE,0,242,2,0,103,7,0,"Northern Only Presence","37.14-37.89",9
"Verrucaria maura",FALSE,FALSE,FALSE,0,242,2,0,103,0,0,"Absent","37.14-37.89",9
"Xingyurella turgida",TRUE,FALSE,FALSE,0,242,2,0,103,1,0,"Southern Only Presence","37.14-37.89",9
"Zonaria farlowii",TRUE,FALSE,FALSE,0,242,2,0,103,81,0,"Southern Only Presence","37.14-37.89",9
"Zostera spp",FALSE,FALSE,FALSE,0,242,2,0,103,0,0,"Absent","37.14-37.89",9
"Abietinaria/Amphisbetia spp",TRUE,FALSE,TRUE,0,242,4,0,103,9,0,"Avoidant","37.89-38.13",10
"Acanthinucella paucilirata",TRUE,FALSE,FALSE,0,313,5,0,108,4,0,"Southern Only Presence","37.89-38.13",10
"Acanthinucella spp",TRUE,TRUE,TRUE,11,313,5,5,108,2214,29.1666666666667,"Continuous Presence","37.89-38.13",10
"Acmaea mitra",TRUE,FALSE,TRUE,0,313,5,0,108,141,0,"Avoidant","37.89-38.13",10
"Acrosiphonia/Cladophora spp",TRUE,TRUE,TRUE,1,242,4,1,103,175,4.54545454545455,"Continuous Presence","37.89-38.13",10
"Acrosorium ciliolatum",TRUE,FALSE,FALSE,0,242,4,0,103,143,0,"Southern Only Presence","37.89-38.13",10
"Aeolidia papillosa",TRUE,TRUE,FALSE,1,313,5,1,108,3,4.16666666666667,"Northern Range Edge","37.89-38.13",10
"Aglaophenia spp",TRUE,TRUE,TRUE,4,242,4,2,103,18,13.6363636363636,"Continuous Presence","37.89-38.13",10
"Ahnfeltia fastigiata",TRUE,TRUE,TRUE,1,242,4,1,103,117,4.54545454545455,"Continuous Presence","37.89-38.13",10
"Ahnfeltiopsis linearis",TRUE,TRUE,TRUE,2,242,4,1,103,56,9.09090909090909,"Continuous Presence","37.89-38.13",10
"Alaria marginata",TRUE,TRUE,TRUE,3,242,4,1,103,1018,13.6363636363636,"Continuous Presence","37.89-38.13",10
"Alia spp",TRUE,TRUE,TRUE,8,313,5,4,108,1445,25,"Continuous Presence","37.89-38.13",10
"Amphiroa beauvoisii",TRUE,FALSE,FALSE,0,242,4,0,103,2,0,"Southern Only Presence","37.89-38.13",10
"Amphissa columbiana",TRUE,FALSE,TRUE,0,313,5,0,108,31,0,"Avoidant","37.89-38.13",10
"Amphissa versicolor",TRUE,TRUE,TRUE,4,313,5,2,108,299,12.5,"Continuous Presence","37.89-38.13",10
"Analipus japonicus",TRUE,TRUE,TRUE,9,242,4,3,103,379,27.2727272727273,"Continuous Presence","37.89-38.13",10
"Anisocladella pacifica",TRUE,FALSE,FALSE,0,242,4,0,103,4,0,"Southern Only Presence","37.89-38.13",10
"Anthopleura artemisia",TRUE,FALSE,TRUE,0,242,4,0,103,3,0,"Avoidant","37.89-38.13",10
"Anthopleura elegantissima",TRUE,TRUE,TRUE,10,242,4,4,103,5148,27.2727272727273,"Continuous Presence","37.89-38.13",10
"Anthopleura sola",TRUE,TRUE,TRUE,7,242,4,2,103,2460,27.2727272727273,"Continuous Presence","37.89-38.13",10
"Anthopleura xanthogrammica",TRUE,TRUE,TRUE,9,242,4,3,103,791,27.2727272727273,"Continuous Presence","37.89-38.13",10
"Antithamnionella spp",FALSE,FALSE,FALSE,0,242,4,0,103,0,0,"Absent","37.89-38.13",10
"Aplidium spp",TRUE,FALSE,TRUE,0,242,4,0,103,73,0,"Avoidant","37.89-38.13",10
"Aplysia californica",TRUE,FALSE,FALSE,0,313,5,0,108,11,0,"Southern Only Presence","37.89-38.13",10
"Asparagopsis taxiformis",TRUE,FALSE,FALSE,0,242,4,0,103,97,0,"Southern Only Presence","37.89-38.13",10
"Atrimitra idae",FALSE,FALSE,FALSE,0,313,5,0,108,0,0,"Absent","37.89-38.13",10
"Balanus crenatus",FALSE,FALSE,TRUE,0,242,4,0,103,1,0,"Northern Only Presence","37.89-38.13",10
"Balanus glandula",TRUE,TRUE,TRUE,8,242,4,3,103,5046,22.7272727272727,"Continuous Presence","37.89-38.13",10
"Balanus glandula/Semibalanus balanoides",FALSE,FALSE,FALSE,0,242,4,0,103,0,0,"Absent","37.89-38.13",10
"Balanus nubilus",TRUE,FALSE,TRUE,0,242,4,0,103,6,0,"Avoidant","37.89-38.13",10
"Bangia spp",TRUE,TRUE,FALSE,1,242,4,1,103,63,4.54545454545455,"Northern Range Edge","37.89-38.13",10
"Besa leptophylla",TRUE,TRUE,FALSE,3,242,4,1,103,41,13.6363636363636,"Northern Range Edge","37.89-38.13",10
"Bittium eschrichtii",TRUE,TRUE,TRUE,6,313,5,3,108,898,16.6666666666667,"Continuous Presence","37.89-38.13",10
"Boring clam",TRUE,TRUE,TRUE,1,242,4,1,103,12,4.54545454545455,"Continuous Presence","37.89-38.13",10
"Bossiella spp",TRUE,TRUE,TRUE,6,242,4,3,103,1442,22.7272727272727,"Continuous Presence","37.89-38.13",10
"Bryopsis spp",TRUE,FALSE,TRUE,0,242,4,0,103,12,0,"Avoidant","37.89-38.13",10
"Bugula neritina",TRUE,FALSE,FALSE,0,242,4,0,103,18,0,"Southern Only Presence","37.89-38.13",10
"Californiconus californicus",TRUE,TRUE,FALSE,1,313,5,1,108,217,4.16666666666667,"Northern Range Edge","37.89-38.13",10
